A Rolling Ball of Death	Rolling Death	"{""key"": 2791, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Gauntlets	Finesse Weapon Mastery Self VI	"{""key"": 327, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Gauntlets	Novice Enchanter's Creature Aptitude	"{""key"": 4808, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Gauntlets	Novice Artifex's Item Aptitude	"{""key"": 4824, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Gauntlets	Novice Theurge's Life Magic Aptitude	"{""key"": 4836, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Gauntlets	Novice Warlock's War Magic Aptitude	"{""key"": 4892, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Gauntlets	Incantation of Two Handed Combat Mastery Other	"{""key"": 5098, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Gauntlets	Novice Shadow's Void Magic Aptitude	"{""key"": 5431, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Gauntlets	Legendary War Magic Aptitude	"{""key"": 6075, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Saladur's Blessing	"{""key"": 2301, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Major Strength	"{""key"": 2576, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Apprentice Sage's Focus	"{""key"": 4739, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Journeyman Sage's Focus	"{""key"": 4740, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Master Sage's Focus	"{""key"": 4741, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Apprentice Adherent's Willpower	"{""key"": 4751, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Journeyman Adherent's Willpower	"{""key"": 4752, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Master Adherent's Willpower	"{""key"": 4753, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Apprentice Clairvoyant's Mana	"{""key"": 4756, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Journeyman Clairvoyant's Mana	"{""key"": 4757, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Legendary Acid Ward	"{""key"": 6080, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Apprentice Invoker's Summoning Aptitude	"{""key"": 6143, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Journeyman Invoker's Summoning Aptitude	"{""key"": 6144, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Pants	Master Invoker's Summoning Aptitude	"{""key"": 6145, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Shoes	Epic Coordination	"{""key"": 3963, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Shoes	Epic Willpower	"{""key"": 4227, ""value"": { ""casting_likelihood"": 2.02}}"
Sedgemail Leather Shoes	Incantation of Quickness Self	"{""key"": 4319, ""value"": { ""casting_likelihood"": 2.02}}"
Senor Ding Dong Jr	Outlander's Insolence	"{""key"": 2133, ""value"": { ""casting_likelihood"": 2.02}}"
Senor Ding Dong Jr	Cameron's Curse	"{""key"": 2145, ""value"": { ""casting_likelihood"": 2.02}}"
Senor Ding Dong Jr	Tusker's Gift	"{""key"": 2166, ""value"": { ""casting_likelihood"": 2.02}}"
Sentient Crystal Shard	Ataxia	"{""key"": 2056, ""value"": { ""casting_likelihood"": 2.02}}"
Sentient Crystal Shard	Self Loathing	"{""key"": 2064, ""value"": { ""casting_likelihood"": 2.02}}"
Sentient Crystal Shard	Olthoi's Gift	"{""key"": 2162, ""value"": { ""casting_likelihood"": 2.02}}"
Sentient Crystal Shard	Gelidite's Gift	"{""key"": 2168, ""value"": { ""casting_likelihood"": 2.02}}"
Sentient Crystal Shard	Inferno's Gift	"{""key"": 2170, ""value"": { ""casting_likelihood"": 2.02}}"
Sentient Crystal Shard	Astyrrian's Gift	"{""key"": 2172, ""value"": { ""casting_likelihood"": 2.02}}"
Sentient Fragment	Flame Bolt IV	"{""key"": 83, ""value"": { ""casting_likelihood"": 2.02}}"
Sentient Fragment	Flame Bolt V	"{""key"": 84, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Nefane	Ataxia	"{""key"": 2056, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Nefane	Self Loathing	"{""key"": 2064, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Nefane	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Nefane	Olthoi's Gift	"{""key"": 2162, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Nefane	Gravity Well	"{""key"": 2318, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Nefane	Acid Arc VI	"{""key"": 2716, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Niffis	Weakness Other III	"{""key"": 1340, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Niffis	Frailty Other III	"{""key"": 1369, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Niffis	Clumsiness Other III	"{""key"": 1393, ""value"": { ""casting_likelihood"": 2.02}}"
Sephal Niffis	Feeblemind Other III	"{""key"": 1465, ""value"": { ""casting_likelihood"": 2.02}}"
Serpentine Orb	Major Focus	"{""key"": 2574, ""value"": { ""casting_likelihood"": 2.02}}"
Serpent's Fang	Aura of Heart Seeker Self VI	"{""key"": 1592, ""value"": { ""casting_likelihood"": 2.02}}"
Serpent's Fang	Aura of Defender Self VI	"{""key"": 1605, ""value"": { ""casting_likelihood"": 2.02}}"
Serpent's Fang	Aura of Blood Drinker Self VI	"{""key"": 1616, ""value"": { ""casting_likelihood"": 2.02}}"
Serpent's Fang	Aura of Swift Killer Self III	"{""key"": 1624, ""value"": { ""casting_likelihood"": 2.02}}"
Serpent's Fang	Warrior's Greater Vitality	"{""key"": 2005, ""value"": { ""casting_likelihood"": 2.02}}"
Serpent's Fang	Invulnerability Self V	"{""key"": 248, ""value"": { ""casting_likelihood"": 2.02}}"
Sezzherei	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Sezzherei	Ilservian's Flame	"{""key"": 2128, ""value"": { ""casting_likelihood"": 2.02}}"
Sezzherei	Olthoi's Gift	"{""key"": 2162, ""value"": { ""casting_likelihood"": 2.02}}"
Sezzherei	Inferno's Gift	"{""key"": 2170, ""value"": { ""casting_likelihood"": 2.02}}"
Sezzherei	Wrath of the Hieromancer	"{""key"": 2320, ""value"": { ""casting_likelihood"": 2.02}}"
S-H-A-D-E	Incantation of Cold Vulnerability Other	"{""key"": 4479, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow	Frost Volley III	"{""key"": 135, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow	Vulnerability Other II	"{""key"": 230, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow	Magic Yield Other II	"{""key"": 281, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow	Frost Bolt II	"{""key"": 70, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow	Lightning Bolt II	"{""key"": 76, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow	Force Bolt II	"{""key"": 87, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Captain's Heaume	Invulnerability Other IV	"{""key"": 242, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Captain's Heaume	Impregnability Other IV	"{""key"": 253, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Broadside of a Barn	"{""key"": 2228, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Gravity Well	"{""key"": 2318, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Defenselessness Other I	"{""key"": 262, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Magic Yield Other I	"{""key"": 280, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Incantation of Flame Bolt	"{""key"": 4439, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Incantation of Force Bolt	"{""key"": 4443, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Incantation of Lightning Bolt	"{""key"": 4451, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Incantation of Whirling Blade	"{""key"": 4457, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Frost Bolt II	"{""key"": 70, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Lightning Bolt II	"{""key"": 76, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Child	Force Bolt II	"{""key"": 87, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Eddy	Ilservian's Flame	"{""key"": 2128, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Eddy	Evisceration	"{""key"": 2146, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Engineer	Futility	"{""key"": 2282, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Engineer	Incantation of Whirling Blade	"{""key"": 4457, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	Brittle Bones	"{""key"": 2068, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	Belly of Lead	"{""key"": 2084, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	Futility	"{""key"": 2282, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	Incantation of Destructive Curse	"{""key"": 5338, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	Incantation of Nether Arc	"{""key"": 5368, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	Festering Curse VII	"{""key"": 5377, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	Incantation of Corrosion	"{""key"": 5394, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	Incantation of Corruption	"{""key"": 5402, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Flyer	War Magic Ineptitude Other VI	"{""key"": 652, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Ataxia	"{""key"": 2056, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Self Loathing	"{""key"": 2064, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	The Spike	"{""key"": 2132, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Icy Torment	"{""key"": 2136, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Alset's Coil	"{""key"": 2140, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Evisceration	"{""key"": 2146, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Tusker's Gift	"{""key"": 2166, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Inferno's Gift	"{""key"": 2170, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Astyrrian's Gift	"{""key"": 2172, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Wrath of Adja	"{""key"": 2212, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Broadside of a Barn	"{""key"": 2228, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Wrath of Harlune	"{""key"": 2264, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Futility	"{""key"": 2282, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Gravity Well	"{""key"": 2318, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Wrath of the Hieromancer	"{""key"": 2320, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Heavy Force Ring	"{""key"": 3937, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Heavy Lightning Ring	"{""key"": 3941, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Kresovus	Dark Lightning	"{""key"": 3989, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Lightning Volley IV	"{""key"": 140, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Flame Volley IV	"{""key"": 144, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Force Volley IV	"{""key"": 148, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Blade Volley IV	"{""key"": 152, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Vulnerability Other III	"{""key"": 231, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Defenselessness Other III	"{""key"": 264, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Magic Yield Other III	"{""key"": 282, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Frost Bolt IV	"{""key"": 72, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Lightning Bolt IV	"{""key"": 78, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Flame Bolt IV	"{""key"": 83, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Force Bolt IV	"{""key"": 89, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Lieutenant	Whirling Blade IV	"{""key"": 95, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Cold Vulnerability Other VI	"{""key"": 1065, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Lightning Vulnerability Other VI	"{""key"": 1089, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Blade Vulnerability Other V	"{""key"": 1131, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Blade Vulnerability Other VI	"{""key"": 1132, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Piercing Vulnerability Other VI	"{""key"": 1156, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Flame Volley VI	"{""key"": 146, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Blade Volley VI	"{""key"": 154, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Ataxia	"{""key"": 2056, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Belly of Lead	"{""key"": 2084, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Vulnerability Other VI	"{""key"": 234, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Defenselessness Other VI	"{""key"": 267, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Magic Yield Other VI	"{""key"": 285, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Life Magic Ineptitude Other VI	"{""key"": 628, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Lightning Bolt VI	"{""key"": 80, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Flame Bolt VI	"{""key"": 85, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Force Bolt VI	"{""key"": 91, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Nightmare	Whirling Blade VI	"{""key"": 97, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Phantom	Slowness Other V	"{""key"": 1419, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Phantom	Feeblemind Other V	"{""key"": 1467, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Phantom	Vulnerability Other V	"{""key"": 233, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Phantom	Life Magic Ineptitude Other V	"{""key"": 627, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Phantom	Flame Bolt V	"{""key"": 84, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Phantom	Force Bolt V	"{""key"": 90, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Phantom	Whirling Blade V	"{""key"": 96, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Spectre	Slowness Other V	"{""key"": 1419, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Spectre	Feeblemind Other V	"{""key"": 1467, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Spectre	Vulnerability Other V	"{""key"": 233, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Spectre	Life Magic Ineptitude Other V	"{""key"": 627, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Spectre	Frost Bolt V	"{""key"": 73, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Spectre	Lightning Bolt V	"{""key"": 79, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Spectre	Flame Bolt V	"{""key"": 84, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Spectre	Force Bolt V	"{""key"": 90, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Corrosive Flash	"{""key"": 2121, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Disintegration	"{""key"": 2122, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Ilservian's Flame	"{""key"": 2128, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Sizzling Fury	"{""key"": 2129, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	The Spike	"{""key"": 2132, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Outlander's Insolence	"{""key"": 2133, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Icy Torment	"{""key"": 2136, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Sudden Frost	"{""key"": 2137, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Alset's Coil	"{""key"": 2140, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Lhen's Flare	"{""key"": 2141, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Crushing Shame	"{""key"": 2144, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Cameron's Curse	"{""key"": 2145, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Evisceration	"{""key"": 2146, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Rending Wind	"{""key"": 2147, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Storm	Futility	"{""key"": 2282, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Syphon Creature Essence	"{""key"": 3870, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Syphon Item Essence	"{""key"": 3871, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Syphon Life Essence	"{""key"": 3872, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Imperil Other	"{""key"": 4312, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Flame Bolt	"{""key"": 4439, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Force Bolt	"{""key"": 4443, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Frost Bolt	"{""key"": 4447, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Lightning Bolt	"{""key"": 4451, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Whirling Blade	"{""key"": 4457, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Bludgeoning Vulnerability Other	"{""key"": 4477, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Defenselessness Other	"{""key"": 4543, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Magic Yield Other	"{""key"": 4597, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Vulnerability Other	"{""key"": 4633, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Vortex	Incantation of Nether Bolt	"{""key"": 5356, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wisp	Fester Other III	"{""key"": 173, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wisp	Exhaustion Other III	"{""key"": 196, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wisp	Mana Depletion Other III	"{""key"": 220, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wisp	Frost Bolt III	"{""key"": 71, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wisp	Lightning Bolt III	"{""key"": 77, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wraith	Cold Vulnerability Other V	"{""key"": 1064, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wraith	Lightning Vulnerability Other V	"{""key"": 1088, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wraith	Blade Vulnerability Other V	"{""key"": 1131, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wraith	Piercing Vulnerability Other V	"{""key"": 1155, ""value"": { ""casting_likelihood"": 2.02}}"
Shadow Wraith	Frost Volley VI	"{""key"": 138, ""value"": { ""casting_likelihood"": 2.02}}"
